3998.37201	0.05863
3997.40762	0.05863
3996.44323	0.05863
3995.47883	0.05861
3994.51444	0.05860
3993.55005	0.05861
3992.58566	0.05864
3991.62126	0.05867
3990.65687	0.05869
3989.69248	0.05872
3988.72809	0.05874
3987.76369	0.05876
3986.79930	0.05876
3985.83491	0.05877
3984.87051	0.05878
3983.90612	0.05882
3982.94173	0.05891
3981.97734	0.05901
3981.01294	0.05907
3980.04855	0.05905
3979.08416	0.05894
3978.11977	0.05875
3977.15537	0.05856
3976.19098	0.05847
3975.22659	0.05851
3974.26220	0.05863
3973.29780	0.05878
3972.33341	0.05891
3971.36902	0.05901
3970.40462	0.05908
3969.44023	0.05912
3968.47584	0.05912
3967.51145	0.05910
3966.54705	0.05907
3965.58266	0.05899
3964.61827	0.05888
3963.65388	0.05874
3962.68948	0.05864
3961.72509	0.05865
3960.76070	0.05879
3959.79630	0.05899
3958.83191	0.05916
3957.86752	0.05926
3956.90313	0.05930
3955.93873	0.05932
3954.97434	0.05936
3954.00995	0.05942
3953.04556	0.05951
3952.08116	0.05961
3951.11677	0.05969
3950.15238	0.05971
3949.18799	0.05970
3948.22359	0.05969
3947.25920	0.05972
3946.29481	0.05980
3945.33041	0.05988
3944.36602	0.05992
3943.40163	0.05986
3942.43724	0.05975
3941.47284	0.05965
3940.50845	0.05960
3939.54406	0.05960
3938.57967	0.05966
3937.61527	0.05982
3936.65088	0.06009
3935.68649	0.06047
3934.72210	0.06092
3933.75770	0.06128
3932.79331	0.06141
3931.82892	0.06122
3930.86452	0.06081
3929.90013	0.06038
3928.93574	0.06006
3927.97135	0.05991
3927.00695	0.05984
3926.04256	0.05978
3925.07817	0.05976
3924.11378	0.05985
3923.14938	0.06010
3922.18499	0.06047
3921.22060	0.06087
3920.25621	0.06123
3919.29181	0.06154
3918.32742	0.06170
3917.36303	0.06164
3916.39863	0.06134
3915.43424	0.06094
3914.46985	0.06055
3913.50546	0.06025
3912.54106	0.06005
3911.57667	0.05998
3910.61228	0.06004
3909.64789	0.06024
3908.68349	0.06055
3907.71910	0.06096
3906.75471	0.06140
3905.79032	0.06188
3904.82592	0.06239
3903.86153	0.06288
3902.89714	0.06321
3901.93274	0.06318
3900.96835	0.06271
3900.00396	0.06192
3899.03957	0.06113
3898.07517	0.06066
3897.11078	0.06058
3896.14639	0.06073
3895.18200	0.06092
3894.21760	0.06102
3893.25321	0.06097
3892.28882	0.06082
3891.32443	0.06077
3890.36003	0.06099
3889.39564	0.06151
3888.43125	0.06211
3887.46685	0.06256
3886.50246	0.06269
3885.53807	0.06250
3884.57368	0.06221
3883.60928	0.06195
3882.64489	0.06171
3881.68050	0.06147
3880.71611	0.06126
3879.75171	0.06119
3878.78732	0.06131
3877.82293	0.06154
3876.85854	0.06175
3875.89414	0.06184
3874.92975	0.06183
3873.96536	0.06182
3873.00096	0.06194
3872.03657	0.06216
3871.07218	0.06233
3870.10779	0.06244
3869.14339	0.06254
3868.17900	0.06268
3867.21461	0.06272
3866.25022	0.06254
3865.28582	0.06221
3864.32143	0.06193
3863.35704	0.06187
3862.39265	0.06203
3861.42825	0.06238
3860.46386	0.06287
3859.49947	0.06338
3858.53507	0.06374
3857.57068	0.06377
3856.60629	0.06341
3855.64190	0.06265
3854.67750	0.06168
3853.71311	0.06088
3852.74872	0.06057
3851.78433	0.06074
3850.81993	0.06116
3849.85554	0.06161
3848.89115	0.06196
3847.92676	0.06217
3846.96236	0.06230
3845.99797	0.06240
3845.03358	0.06253
3844.06918	0.06271
3843.10479	0.06295
3842.14040	0.06316
3841.17601	0.06317
3840.21161	0.06288
3839.24722	0.06236
3838.28283	0.06177
3837.31844	0.06132
3836.35404	0.06115
3835.38965	0.06123
3834.42526	0.06144
3833.46087	0.06168
3832.49647	0.06185
3831.53208	0.06197
3830.56769	0.06209
3829.60329	0.06222
3828.63890	0.06231
3827.67451	0.06236
3826.71012	0.06244
3825.74572	0.06259
3824.78133	0.06276
3823.81694	0.06281
3822.85255	0.06264
3821.88815	0.06234
3820.92376	0.06212
3819.95937	0.06216
3818.99498	0.06231
3818.03058	0.06235
3817.06619	0.06214
3816.10180	0.06182
3815.13740	0.06167
3814.17301	0.06182
3813.20862	0.06216
3812.24423	0.06254
3811.27983	0.06289
3810.31544	0.06314
3809.35105	0.06328
3808.38666	0.06330
3807.42226	0.06327
3806.45787	0.06332
3805.49348	0.06349
3804.52909	0.06361
3803.56469	0.06344
3802.60030	0.06290
3801.63591	0.06217
3800.67151	0.06162
3799.70712	0.06147
3798.74273	0.06160
3797.77834	0.06179
3796.81394	0.06193
3795.84955	0.06205
3794.88516	0.06216
3793.92077	0.06223
3792.95637	0.06227
3791.99198	0.06228
3791.02759	0.06230
3790.06319	0.06237
3789.09880	0.06247
3788.13441	0.06256
3787.17002	0.06261
3786.20562	0.06256
3785.24123	0.06245
3784.27684	0.06232
3783.31245	0.06222
3782.34805	0.06212
3781.38366	0.06193
3780.41927	0.06168
3779.45488	0.06146
3778.49048	0.06143
3777.52609	0.06160
3776.56170	0.06189
3775.59730	0.06222
3774.63291	0.06252
3773.66852	0.06277
3772.70413	0.06293
3771.73973	0.06297
3770.77534	0.06291
3769.81095	0.06285
3768.84656	0.06289
3767.88216	0.06303
3766.91777	0.06314
3765.95338	0.06317
3764.98899	0.06317
3764.02459	0.06320
3763.06020	0.06326
3762.09581	0.06331
3761.13141	0.06334
3760.16702	0.06339
3759.20263	0.06353
3758.23824	0.06383
3757.27384	0.06424
3756.30945	0.06474
3755.34506	0.06526
3754.38067	0.06567
3753.41627	0.06584
3752.45188	0.06574
3751.48749	0.06557
3750.52310	0.06556
3749.55870	0.06583
3748.59431	0.06644
3747.62992	0.06725
3746.66552	0.06793
3745.70113	0.06813
3744.73674	0.06777
3743.77235	0.06726
3742.80795	0.06697
3741.84356	0.06702
3740.87917	0.06735
3739.91478	0.06792
3738.95038	0.06865
3737.98599	0.06933
3737.02160	0.06972
3736.05721	0.06964
3735.09281	0.06911
3734.12842	0.06837
3733.16403	0.06769
3732.19963	0.06728
3731.23524	0.06731
3730.27085	0.06781
3729.30646	0.06857
3728.34206	0.06929
3727.37767	0.06976
3726.41328	0.06983
3725.44889	0.06953
3724.48449	0.06899
3723.52010	0.06829
3722.55571	0.06752
3721.59132	0.06678
3720.62692	0.06619
3719.66253	0.06577
3718.69814	0.06555
3717.73374	0.06554
3716.76935	0.06571
3715.80496	0.06599
3714.84057	0.06625
3713.87617	0.06638
3712.91178	0.06631
3711.94739	0.06610
3710.98300	0.06593
3710.01860	0.06590
3709.05421	0.06606
3708.08982	0.06635
3707.12543	0.06665
3706.16103	0.06686
3705.19664	0.06689
3704.23225	0.06675
3703.26785	0.06644
3702.30346	0.06604
3701.33907	0.06571
3700.37468	0.06560
3699.41028	0.06569
3698.44589	0.06587
3697.48150	0.06609
3696.51711	0.06633
3695.55271	0.06659
3694.58832	0.06683
3693.62393	0.06693
3692.65954	0.06675
3691.69514	0.06621
3690.73075	0.06537
3689.76636	0.06445
3688.80196	0.06368
3687.83757	0.06333
3686.87318	0.06350
3685.90879	0.06400
3684.94439	0.06458
3683.98000	0.06511
3683.01561	0.06555
3682.05122	0.06592
3681.08682	0.06622
3680.12243	0.06643
3679.15804	0.06655
3678.19365	0.06655
3677.22925	0.06634
3676.26486	0.06590
3675.30047	0.06549
3674.33607	0.06541
3673.37168	0.06559
3672.40729	0.06565
3671.44290	0.06531
3670.47850	0.06466
3669.51411	0.06409
3668.54972	0.06388
3667.58533	0.06399
3666.62093	0.06424
3665.65654	0.06444
3664.69215	0.06454
3663.72776	0.06454
3662.76336	0.06448
3661.79897	0.06442
3660.83458	0.06440
3659.87018	0.06447
3658.90579	0.06460
3657.94140	0.06473
3656.97701	0.06484
3656.01261	0.06500
3655.04822	0.06532
3654.08383	0.06576
3653.11944	0.06616
3652.15504	0.06636
3651.19065	0.06635
3650.22626	0.06624
3649.26187	0.06610
3648.29747	0.06586
3647.33308	0.06552
3646.36869	0.06523
3645.40429	0.06513
3644.43990	0.06523
3643.47551	0.06539
3642.51112	0.06554
3641.54672	0.06564
3640.58233	0.06571
3639.61794	0.06580
3638.65355	0.06597
3637.68915	0.06626
3636.72476	0.06669
3635.76037	0.06722
3634.79598	0.06781
3633.83158	0.06845
3632.86719	0.06911
3631.90280	0.06970
3630.93840	0.06996
3629.97401	0.06968
3629.00962	0.06899
3628.04523	0.06831
3627.08083	0.06793
3626.11644	0.06784
3625.15205	0.06791
3624.18766	0.06798
3623.22326	0.06797
3622.25887	0.06783
3621.29448	0.06755
3620.33008	0.06721
3619.36569	0.06690
3618.40130	0.06677
3617.43691	0.06687
3616.47251	0.06716
3615.50812	0.06751
3614.54373	0.06782
3613.57934	0.06808
3612.61494	0.06838
3611.65055	0.06882
3610.68616	0.06931
3609.72177	0.06962
3608.75737	0.06956
3607.79298	0.06919
3606.82859	0.06866
3605.86419	0.06818
3604.89980	0.06785
3603.93541	0.06768
3602.97102	0.06761
3602.00662	0.06758
3601.04223	0.06755
3600.07784	0.06758
3599.11345	0.06769
3598.14905	0.06790
3597.18466	0.06816
3596.22027	0.06838
3595.25588	0.06852
3594.29148	0.06863
3593.32709	0.06880
3592.36270	0.06917
3591.39830	0.06974
3590.43391	0.07036
3589.46952	0.07073
3588.50513	0.07057
3587.54073	0.06983
3586.57634	0.06879
3585.61195	0.06783
3584.64756	0.06721
3583.68316	0.06693
3582.71877	0.06686
3581.75438	0.06692
3580.78999	0.06700
3579.82559	0.06707
3578.86120	0.06711
3577.89681	0.06712
3576.93241	0.06713
3575.96802	0.06715
3575.00363	0.06722
3574.03924	0.06738
3573.07484	0.06768
3572.11045	0.06816
3571.14606	0.06884
3570.18167	0.06965
3569.21727	0.07043
3568.25288	0.07084
3567.28849	0.07067
3566.32410	0.06998
3565.35970	0.06910
3564.39531	0.06833
3563.43092	0.06782
3562.46652	0.06758
3561.50213	0.06751
3560.53774	0.06755
3559.57335	0.06762
3558.60895	0.06772
3557.64456	0.06784
3556.68017	0.06799
3555.71578	0.06814
3554.75138	0.06826
3553.78699	0.06829
3552.82260	0.06823
3551.85821	0.06819
3550.89381	0.06828
3549.92942	0.06853
3548.96503	0.06884
3548.00063	0.06903
3547.03624	0.06896
3546.07185	0.06864
3545.10746	0.06820
3544.14306	0.06782
3543.17867	0.06765
3542.21428	0.06772
3541.24989	0.06795
3540.28549	0.06823
3539.32110	0.06844
3538.35671	0.06852
3537.39232	0.06850
3536.42792	0.06845
3535.46353	0.06845
